Unnamed: 0,번호,제목,저자,출판사,출판일
,47,"Open Data, Big Data and Crowdsourcing: Emergent Mobile Apps Business Models","Guesmi, S.",ITS Communications and Strategies,2014
,48,Practical data collection and extraction for big data applications in radiotherapy,"McNutt, Todd R.; Bowers, Michael; Cheng, Zhi; Han, Peijin; Hui, Xuan; Moore, Joseph; Robertson, Scott; Mayo, Charles; Voong, Ranh; Quon, Harry",John Wiley & Sons Ltd,2018
,49,Urban data management system: Towards Big Data analytics for Internet of Things based smart urban environment using customized Hadoop,"Babar, Muhammad; Arif, Fahim; Jan, Mian Ahmad; Tan, Zhiyuan; Khan, Fazlullah","Elsevier Science B.V., Amsterdam.",2019
,50,From big data to big impact: realizing the potential of clinical registries,"Gill, Stephen; Page, Richard",John Wiley & Sons Ltd,2019
,51,Volume-Based Data Representation of Big Data Analysis,"Xu, Q.; Zhao, Z.X.; Wang, W.",Durnten-Zurich; Trans Tech Publications Ltd.,2013
,52,"Tell Data from Meta: Tracing the Origins of Big Data, Bibliometrics, and the OPAC",Markus Krajewski,THE UNIVERSITY OF CHICAGO PRESS,2017
,53,Leveraging big data to develop supply chain management theory: the case of panel data,"Miller, Jason W.; Ganster, Daniel C.; Griffis, Stanley E.",Wiley-Blackwell,2018
,54,"For Big Data, Big Questions Remain","Fallik, D.",PROJECT HOPE,2014
,55,"Distribution, Data, Deployment: Software Architecture Convergence in Big Data Systems","Gorton, I.; Klein, J.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2015
,56,"Editorial: Big Data and New Drug Discovery: Tackling ""Big Data"" for Virtual Screening of Large Compound Databases","C. Basak, Subhash; Vracko, Marjan; K. Bhattacharjee, Apurba",Bentham Science Publishers Ltd,2015
,57,UNRAVEL: big data analytics research data platform to improve care of patients with cardiomyopathies using routine electronic health records and standardised biobanking,"Sammani, A.; Jansen, M.; Linschoten, M.; Bagheri, A.; de Jonge, N.; Kirkels, H.; van Laake, L. W.; Vink, A.; van Tintelen, J. P.; Dooijes, D.",Springer,2019
,58,Treatment data and technical process challenges for practical big data efforts in radiation oncology,"Mayo, CS; Phillips, M; McNutt, TR; Palta, J; Dekker, A; Miller, RC; Xiao, Y; Moran, JM; Matuszak, MM; Gabriel, P",John Wiley & Sons Ltd,2018
,59,Volume-Based Data Representation of Big Data Analysis,"Xu, Q.; Zhao, Z.X.; Wang, W.",TRANS TECH PUBLICATION LTD,2013
,60,Semantic-aware data quality assessment for image big data,"Liu, Yu; Wang, Yangtao; Zhou, Ke; Yang, Yujuan; Liu, Yifei","Elsevier Science B.V., Amsterdam.",2020
,61,ApCo launches big mapping project using USGS data files,unknown,MCGRAW-HILL DATA SERVICES,1994
,62,A big data approach to the development of mixed-effects models for seizure count data,"Tharayil, J. J.; Chiang, S.; Moss, R.; Stern, J. M.; Theodore, W. H.; Goldenholz, D. M.",John Wiley & Sons Ltd,2017
,63,"Humanizing Big Data: Marketing at the Meeting of Data, Social Science and Consumer InsightC.Strong, 2015London, Kogan Page224 pp., £19.99 ISBN 978‐0‐749‐47211‐5","Dietz, Sebastian",John Wiley & Sons Ltd,2018
,64,From data points to people: feminist situated ethics in online big data research,"Corple, Danielle J.; Linabary, Jasmine R.",Taylor & Francis,2020
,65,A Data Localization Algorithm for Distributing Column Storage System of Big Data,"Ding, J.M.; Jiang, Y.; Wang, Q.X.; Liu, Y.L.; Li, M.J.",TRANS TECH PUBLICATION LTD,2013
,66,Process data analytics in the era of big data,"Qin, S. J.","John Wiley & Sons, Ltd",2014
,67,"Making Data Valuable: Political, Economic, and Conceptual Bases of Big Data",Anna Lauren Hoffmann,Springer Netherlands,2018
,68,Using data-driven safety decision-making to realize smart safety management in the era of big data: A theoretical perspective on basic questions and their answers,"Wang, Bing; Wu, Chao; Huang, Lang; Kang, Liangguo","Elsevier Science B.V., Amsterdam.",2019
,69,AScale: Big/Small Data ETL and Real-Time Data Freshness,"Martins,  Pedro; Abbasi,  Maryam; Furtado,  Pedro",Springer,2016
,70,Performance/outcomes data and physician process challenges for practical big data efforts in radiation oncology,"Matuszak, Martha M.; Fuller, Clifton D.; Yock, Torunn I.; Hess, Clayton B.; McNutt, Todd; Jolly, Shruti; Gabriel, Peter; Mayo, Charles S.; Thor, Maria; Caissie, Amanda",John Wiley & Sons Ltd,2018
,71,Bib Data Shocks:An Introduction to Big Data for Librarians and Information Professionals,"Schumacher, Mark",Taylor & Francis,2019
,72,From Big Data to Big Impact: analytics for teaching and learning in higher education,"Chaurasia, Sushil S.; Frieda Rosin, Anna",Emerald Group Publishing Limited,2017
,73,Thinking Big Large publishers are beginning to realize value in the ``big data'' phenomenon,unknown,PRIMEDIA,2014
,74,Editorial: -Big data- and data sharing,"Hand, D. J.",Wiley-Blackwell,2016
,75,Dynamic Big-Data Broadcast in Fat-Tree Data Center Networks With Mobile IoT Devices,unknown,THE INSTITUTE OF ELECTRICAL AND ELECTRONICS AND ELECTRONICS ENGINEERS,2019
,76,WRANGLING `BIG DATA' FOR B-TO-B Why smaller media companies need to join the data party,unknown,PRIMEDIA,2013
,77,Understanding data flow graph for improving big data stream computing environments,"Sun, D.; Fu, G.; Liu, X.; Ren, D.",INDERSCIENCE PUBLISHERS,2014
,78,"`Small Data' Enabled Prediction Of Obama's Win, Say Economists ``Big data'' from crowdsourcing resulted in more complex predictions","Hyman, P.",ACM ASSOCIATION FOR COMPUTING MACHINERY,2013
,79,Can Big Data Lead Us to Big Savings?,"Green, D.E.; Rapp, E.J.",RADIOLOGICAL SOCIETY OF NORTH AMERICA,2013
,80,Efficient Data Placement and Replication for QoS-Aware Approximate Query Evaluation of Big Data Analytics,unknown,"THE IEEE, INC.",2019
,81,Is Big Data a big deal?,"Robb, D.",BUSINESS JOURNALS INC,2013
,82,To mulch or to munch? Big modelling of big data,"Rodriguez, D; de Voil, P; Rufino, MC; Odendo, M; van Wijk, MT","Elsevier Science B.V., Amsterdam.",2017
,83,Taming big data: Applying the experimental method to naturalistic data sets,Eyal Sagi,PSYCHONOMIC SOCIETY PUBLICATIONS,2019
,84,Modern Hybrid Big Data Warehouse Architectures,"Kromer, M.",The Data Warehouse Institute,2014
,85,How ‘big data’ can make big impact: Findings from a systematic review and a longitudinal case study,"Fosso Wamba, S.; Akter, S.; Edwards, A.; Chopin, G.; Gnanzou, D.","Elsevier Science B.V., Amsterdam.",2015
,86,The Big Picture: Big Data Computing,"Lazar, N.",Taylor and Francis,2013
,87,Active Data Replica Recovery for Quality-Assurance Big Data Analysis in IC-IoT,"Wang, Songyun",IEEE,2019
,88,FROM BIG DATA TO SMART DATA: THE ROLE OF METABOLOMICS IN GENERATING ACTIONABLE KNOWLEDGE IN ALZHEIMER'S DISEASE FOR PERSONALIZED TREATMENT,"Geerts, Hugo",ELSEVIER SCIENCE B.V. AMSTERDAM,2017
,89,"Tell Data from Meta: Tracing the Origins of Big Data, Bibliometrics, and the OPAC","Krajewski, Markus",THE UNIVERSITY OF CHICAGO PRESS,2017
,90,Understanding data flow graph for improving big data stream computing environments,"Sun, D.; Fu, G.; Liu, X.; Ren, D.",INDERSCIENCE PUBLISHERS,2014
,91,From Big Data to Artificial Intelligence: Harnessing Data Routinely Collected in the Process of Care,"Rush, B.; Stone, D.J.; Celi, L.A.",unknown,2018
,92,Manufacturing Data: Big changes on the factory floor,"Dejesus, E. X.",MCGRAW-HILL DATA SERVICES,1995
,93,Toward Big Data–Driven Treatment Planning: Volumetric Modulated Arc Therapy/Intensity Modulated Radiation Therapy Inverse Planning Autopiloted by Population-Based Prior Data,"Wang, H.; Xing, L.","Elsevier Science B.V., Amsterdam.",2016
,94,"From Big Data to Big Data Mining: Challenges, Issues, and Opportunities","Che, D.; Safran, M.; Peng, Z.",SPRINGER-VERLAG,2013
,95,Health sector gets `big data' boost,unknown,K.H. BIOTECH SERVICES,2018
,96,Making big sense from big data in toxicology by read-across,Thomas Hartung,Altex,2016
,97,The Big Picture Divide and Combine to Conquer Big Data,"Lazar, Nicole",Taylor and Francis,2018
,98,Master Data Management Strategies to Start Small and Grow Big,"Shankar, R.",The Data Warehouse Institute,2008
,99,From data to big data in production research: the past and future trends,"Kuo, Yong-Hong; Kusiak, Andrew",Taylor & Francis,2019
,100,Personal Data Rights in the Era of Big Data,"Xiao, Cheng",Taylor & Francis,2019
,1,Mobile Big Data: The Fuel for Data-Driven Wireless,"Cheng, X.; Fang, L.; Yang, L.; Cui, S.",IEEE,2017
,2,Creating Big Data Pipelines Using Azure Data Lake and Azure Data Factory,"Malhotra,  Gaurav",CMP MEDIA LLC,2016
,3,BI Case Study: Analytic Platform Provides Fast Performance on Big Data,"Briggs, L.L.",The Data Warehouse Institute,2013
,4,A big data approach for logistics trajectory discovery from RFID-enabled production data,"Zhong, R. Y.; Huang, G. Q.; Lan, S.; Dai, Q. Y.; Chen, X.; Zhang, T.","Elsevier Science B.V., Amsterdam.",2015
,5,Thinking Big About Big Data,Amy Wax; Raquel Asencio; Dorothy R. Carter,Blackwell Pub.,2015
,6,Is Big Data Growing up to be ``Big Brother?,unknown,IGI PUBLISHING,2013
,7,NZIM: Big data: Management's new big gun,"Birchfield, R.",Mediaweb Ltd,2013
,8,"Editorial: Big Data, Data Science, and Analytics: The Opportunity and Challenge for IS Research","Agarwal, R.; Dhar, V.",INFORMS,2014
,9,Administrative data: what surgeons should know about big data,"Hong, M. K.; Skandarajah, A. R.; Hayes, I. P.",John Wiley & Sons Ltd,2017
,10,Connecting big data to big insights,"Shrestha,  Rasu",APPLIED RADIOLOGY,2016
,11,Turn Big Data into smart data,"Brennan, D.",NTC PUBLICATIONS,2013
,12,A Big Data Test-bed for Analyzing Data Generated by an Air Pollution Sensor Network,"Ríos,  Lídice García; Diéguez,  José Alberto Incera",IGI Publishing,2016
,13,Lean Data Services: Detection of Operating States in Energy Profiles of Intralogistics Systems by Using Big Data Analytics,"Oette,  C.; Küfner,  T.; Reger,  A.; Boehner,  J.",Trans Tech Publications Ltd.,2016
,14,Thick data: adding context to big data to enhance auditability,"Alles, M.; Vasarhelyi, M.A.",Inderscience,2014
,15,"The Big Picture Data, Data, Everywhere","Lazar, N.",Taylor and Francis,2013
,16,Is Big Data a Big Deal for Applied Microeconomics?,"Shapiro,  Jesse M.",Cambridge University Press,2017
,17,"Applying big data to improve care The research collaborative OptumLabs is analyzing data to help its members gain a competitive advantage in strategies, services and products","Evans,  Melanie",CRAIN COMMUNICATIONS INC.,2015
,18,Coping with ``Big Data'' Growing Pains,"Strenger, L.",The Data Warehouse Institute,2008
,19,From big data to rich data: The key features of athlete wheelchair mobility performance,"van der Slikke, R. M.; Berger, M. A.; Bregman, D. J.; Veeger, H. E.","Elsevier Science B.V., Amsterdam.",2016
,20,Evolving Data Warehouse and BI Architectures: The Big Data Challenge,"Clegg,  Dai",The Data Warehouse Institute,2015
,21,Using data and big data in retailing,"Fisher, Marshall; Raman, Ananth",John Wiley & Sons Ltd,2018
,22,How Big Data Applications Are Revolutionizing Decision Making,"Akbay,  Sami",The Data Warehouse Institute,2015
,23,A big data based data storage systems for rock burst experiment,"Zhang, Y.; Bai, Y.-P.; Zhu, D.-F.; Lv, Z.-Y.",INDERSCIENCE PUBLISHERS,2013
,24,Aviation community is just beginning to understand what can be done with aircraft `big data',unknown,MCGRAW-HILL DATA SERVICES,2015
,25,The Big To Do About “Big Data”,"Schilling, P. L.; Bozic, K. J.",LIPPINCOTT WILLIAMS & WILKINS,2014
,26,Using Big Data Technologies for Satellite Data Analytics (AIAA 2017-5161),"Mateik,  Dennis; Mital,  Rohit; Buonaiuto,  Nicholas L.; Louie,  Mark; Kief,  Craig; Aarestad,  Jim",AIAA,2017
,27,The Big Duplicity of Big Data,Thomas J. Whelan; Amy M. DuVernet,Blackwell Pub.,2015
,28,Regulating big data. The guidelines of the Council of Europe in the context of the European data protection framework,"Mantelero, Alessandro","Elsevier Science B.V., Amsterdam",2017
,29,Fire Up Your Social Media Strategy with Big Data Analytics,"Hiltbrand,  Troy",The Data Warehouse Institute,2015
,30,How big data enriches maritime research – a critical review of Automatic Identification System (AIS) data applications,"Yang, Dong; Wu, Lingxiao; Wang, Shuaian; Jia, Haiying; Li, Kevin X.",Taylor & Francis,2019
,31,From big smartphone data to worldwide research: The Mobile Data Challenge,"Laurila, J. K.; Gatica-Perez, D.; Aad, I.; Blom, J.; Bornet, O.; Do, T. M.; Dousse, O.; Eberle, J.; Miettinen, M.","ELSEVIER SCIENCE B.V., AMSTERDAM",2013
,32,How Big Is Big? Amount of Data in Intensive Care Units DataMart Platform,"Li,  M.; Tiong,  Ing; Dyke,  John; plamadeala,  sergiu; Fedosov,  Vitali; Pickering,  Brian W.; Herasevich,  Vitaly",American Medical Informatics Association,2016
,33,"Robotics, Big Data, Ethics and Data Protection: A Matter of Approach","Fabiano, Nicola",Springer,2019
,34,Best Practices for Turning Big Data into Big Insights,"Lopez, J.A.",The Data Warehouse Institute,2012
,35,"Clean data, clean profit Big cost savings and improved return on investment are just two of the benefits of cleaning up your data and making sure it stays that way",unknown,UNKNOWN,2004
,36,"A data-driven revolution The Internet of Things, big data, data analytics, and cloud computing can be used to create platform-independent advanced process control solutions to help industry optimize operations","Domínguez,  Luis; Kumar,  S. Mohan; Gallestey,  Eduardo; Saynevirta,  Simo",ISA INSTRUMENT SOCIETY OF AMERICA,2017
,37,"Humanizing Big Data: Marketing at the Meeting of Data, Social Science and Consumer Insight C. Strong, 2015 London, Kogan Page 224 pp., 19.99 ISBN 978-0-749-47211-5","Dietz, S.",John Wiley & Sons Ltd,2018
,38,Memory-enriched big bang–big crunch optimization algorithm for data clustering,"Bijari, K.; Zare, H.; Veisi, H.; Bobarshad, H.",Springer Science + Business Media,2018
,39,"Small Data, Mid Data, and Big Data Versus Algebra, Analysis, and Topology [Perspectives]","Xia, X.",INSTITUTE OF ELECTRICAL AND ELECTRONIC ENGINEERS,2017
,40,A Big Data Sharing Methodology with Data Description and Data Browsing,Hwa Jong Kim; Soonja Yeom; Kyung Jin Cha,International Information Institute,2018
,41,"The Big Picture: On Mice, Badges for your CV, and the Big Data Backlash …","Lazar, Nicole",Taylor and Francis,2014
,42,Visualizing Big Energy Data: Solutions for This Crucial Component of Data Analysis,"Hyndman, R.; Liu, X.; Pinson, P.",IEEE,2018
,43,Rethinking `big data' as visual knowledge: the sublime and the diagrammatic in data visualisation,"McCosker, A.; Wilken, R.",Taylor & Francis,2014
,44,"Your data in their hands: big data, mass surveillance and privacy","Ring, Tim","Elsevier Science B.V., Amsterdam.",2016
,45,Optimized Big Data Management across Multi-Cloud Data Centers: Software-Defined-Network-Based Analysis,"Chaudhary, R.; Aujla, G. S.; Kumar, N.; Rodrigues, J. J.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2018
,46,Context-aware data quality assessment for big data,"Ardagna, Danilo; Cappiello, Cinzia; Samá, Walter; Vitali, Monica","Elsevier Science B.V., Amsterdam.",2018
,47,A Data Quality in Use Model for Big Data,"Caballero, I.; Serrano, M.; Piattini, M.",SPRINGER-VERLAG,2014
,48,Becoming data-savvy in a big-data world,"Xu, Meng; Rhee, Seung Yon","Elsevier Science B.V., Amsterdam.",2014
,49,Diabetic data analysis in healthcare using Hadoop architecture over big data,"Sampath, P.; Tamilselvi, S.; Kumar, N.M. Saravana; Lavanya, S.; Eswari, T.",INDERSCIENCE,2017
,50,Findings from Big Data Summit Conferences,Aster Data,A P PUBLICATIONS,2010
,51,"Statistik, Data Science und Big Data","Kauermann, G. r.; Küchenhoff, H.",Springer Science + Business Media,2016
,52,From Big Data to Knowledge: An Ontological Approach to Big Data Analytics,"Kuiler, E. W.",Blackwell Publishing Ltd,2014
,53,Using Big Data to See the Big Picture in Sepsis*,"Savel, Richard H.; Shiloh, Ariel L.; Simon, Ronald J.; Kupfer, Yizhak",Lippincott Williams and Wilkins,2018
,54,"Neuroscience: Big brain, big data","Landhuis, E.",Nature Publishing Group,2017
,55,From Data to Decisions: A Value Chain for Big Data,"Miller, H. Gilbert; Mork, Peter",IEEE,2013
,56,The Big Deal About Big Data,"Arnold, E.",LEARNED INFORMATION INC,2012
,57,"Intel emerging as key weapon in Afghanistan Big factors are persistence, integration from many sources and ability to control data collection",unknown,MCGRAW-HILL DATA SERVICES,2002
,58,Why ``Big Data'' Is a Big Deal New methods for understanding the torrent of data promise to save lives and propel scholarship,"Shaw, J.",HARVARD MAGAZINE INC.,2014
,59,WHAT DATA SAYS ABOUT US What are we learning from the vast ocean of data? Truths about our measured world and our measured selves. Excerpted from The Human Face of Big Data,"Smolan, R.; Erwitt, J.",TIME INC,2012
,60,Large-Scale Data Mining and Distributed Processing in Big Data Internet,"Xing, C.Z.",TRANS TECH PUBLICATION LTD,2014
,61,"Topological data analysis: A promising big data exploration tool in biology, analytical chemistry and physical chemistry","Offroy, M.; Duponchel, L.","Elsevier Science B.V., Amsterdam.",2016
,62,Valuing data in aircraft maintenance through big data analytics: A probabilistic approach for capacity planning using Bayesian networks,"Dinis, Duarte; Barbosa-Póvoa, Ana; Teixeira, Ângelo Palos","Elsevier Science B.V., Amsterdam.",2019
,63,From Big Data to Big Service,"Xu, X.; Sheng, Q. Z.; Zhang, L. J.; Fan, Y.; Dustdar, S.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2015
,64,Digital Data Grows into Big Data,"Kemelor, P.",IEEE,2015
,65,Unstructured Data Service Model Utilizing Context-Aware Big Data Analysis,"Kim,  Yonghoon; Chung,  Mokdong",Springer,2016
,66,From Data Quality to Big Data Quality,"Batini,  Carlo; Rula,  Anisa; Scannapieco,  Monica; Viscusi,  Gianluigi","Hershey, PA; Idea Group Publishing; 1999",2015
,67,"The Data Revolution. Big Data, Open Data, Data Infrastructures and Their Consequences","Martini, Barbara",Taylor & Francis,2016
,68,The Big Picture: Crowdsourcing Your Way to Big Data,"Lazar, Nicole",Taylor and Francis,2019
,69,Novel Data Sharing Agreement to Accelerate Big Data Translational Research Projects in the One Health Sphere,"Staley, Joshua; Mazloom, Reza; Lowe, Paul; Newsum, CT; Jaberi-Douraki, Majid; Riviere, Jim; Wyckoff, Gerald J.",Elsevier Science B.V. Amsterdam,2019
,70,Is Big Data the Next Big Thing in Performance Measurement Systems?,"Mello, R.; Leite, L.; Martins, R.",Norcross; Institute of Industrial Engineers,2014
,71,Benchmarking big data architectures for social networks data processing using public cloud platforms,"Persico, Valerio; Pescapé, Antonio; Picariello, Antonio; Sperlí, Giancarlo","Elsevier Science B.V., Amsterdam.",2018
,72,Small Data: Effective Data Based on Big Communication Research in Social Networks,"Wu, J.",Springer Science + Business Media,2018
,73,Scalable data summarization on big data,"Li, F.; Nath, S.",Springer Science + Business Media,2014
,74,Exploring Big Data with Helix: Finding Needles in a Big Haystack,"Ellis,  Jason; Fokoue,  Achille; Hassanzadeh,  Oktie; Kementsietsidis,  Anastasios; Srinivas,  Kavitha; Ward,  Michael J.",Association for Computing Machinery; 1999,2014
,75,Bioinformatics: Big data versus the big C,"Savage, N.",Nature Publishing Group,2014
,76,"The big C, big data and statistics","Tarran, B.","John Wiley & Sons, Ltd",2016
,77,Harnessing Big Data: A Methodological Approach to Linking Electronic Health Records with Patient-Reported Survey Data,"Liebert, R; Lee, LK; Jaffe, DH; Doane, MJ; Haskell, T","Elsevier Science B.V., Amsterdam",2018
,78,A Big Choice for Big Tech Share Data or Suffer the Consequences,"Mayer-Schönberger, Viktor; Ramge, Thomas",Council on Foreign Relations,2018
,79,"The data confirm it: Traffic holds the key Big network airlines would gain more revenue-if not profits-from a rebound in RPMs, not yields",unknown,MCGRAW-HILL DATA SERVICES,2002
,80,"Small Data, Big Justice: The Intersection of Data Science, Social Good, and Social Services","Goldkind, Lauri; Thinyane, Mamello; Choi, Moon",Taylor & Francis,2018
,81,Probabilistic data structures for big data analytics: A comprehensive review,"Singh, Amritpal; Garg, Sahil; Kaur, Ravneet; Batra, Shalini; Kumar, Neeraj; Zomaya, Albert Y.","Elsevier Science B.V., Amsterdam.",2020
,82,Leveraging BIG Data from BIG Databases to Answer BIG Questions,"Whittier, Joanna; Sievert, Nick; Loftus, Andrew; Defilippi, Julie M.; Krogman, Rebecca M.; Ojala, Jeffrey; Litts, Thom; Kopaska, Jeff; Eiden, Nicole",Taylor & Francis,2016
,83,"Considering Data Quality for Data Science, Predictive Analytics, and Big Data Applications in Supply Chain Management","Hazen, B.; Boone, C.; Ezell, J.; Jones-Farmer, L.A.",Logan; Western Decision Sciences Institute,2014
,84,Bridging data-capacity gap in big data storage,"Bhat, Wasim Ahmad","Elsevier Science B.V., Amsterdam.",2018
,85,The Big Picture: Big Data and Privacy,"Lazar, Nicole",Taylor and Francis,2019
,86,The Modern Data Warehouse-How Big Data Impacts Analytics Architecture,"Lopez, K.; D Antoni, J.",The Data Warehouse Institute,2014
,87,Spatiotemporal data model for network time geographic analysis in the era of big data,"Chen, Bi Yu; Yuan, Hui; Li, Qingquan; Shaw, Shih-Lung; Lam, William H.K.; Chen, Xiaoling",Taylor & Francis,2016
,88,Distributed data networks: a blueprint for Big Data sharing and healthcare analytics,"Popovic, J. R.",John Wiley & Sons Ltd,2017
,89,SeQual: Big Data Tool to Perform Quality Control and Data Preprocessing of Large NGS Datasets,"Exposito, Roberto R.; Galego-Torreiro, Roi; Gonzalez-Dominguez, Jorge",IEEE,2020
,90,Reversible Data Hiding and Smart Multimedia Computing Using Big Data in Remote Sensing Systems,"Malik, Rahul; Khamparia, Aditya; Garg, Sahil; Gupta, Deepak; Choi, Bong Jun; Hossain, M. Shamim",IEEE,2020
,91,Rethinking ‘big data’ as visual knowledge: the sublime and the diagrammatic in data visualisation,"McCosker, Anthony; Wilken, Rowan",Taylor & Francis,2014
,92,The 'big data' myth and the pitfalls of 'thick data' opportunism: on the need for a different ontology of markets and consumption,"Thompson, Craig J.",Taylor & Francis,2019
,93,With ``Big Data'' Comes Big Responsibility: Outreach to North Carolina Medicaid Patients With 10 or More Computed Tomography Scans in 12 Months,"Biola, H.; Best, R.M.; Lahlou, R.M.; Burke, L.M.B.; Dewar, C.; Jackson, C.T.; Broder, J.; Grey, L.; Semelka, R.C.; Dobson, A.",NORTH CAROLINA MEDICAL SOCIETY,2014
,94,P4345Supporting big data research in cardiovascular medicine using routinely-collected data,"Kaura, A; Davies, J; Panoulas, V; Glampson, B; Mulla, A; Woods, K; Omigie, J; Shah, A D; Melikian, N; Francis, D P; Kharbanda, R; Perera, D; Shah, A M; Patel, R S; Mayet, J",Oxford University Press,2019
,95,"Your Big Data To-Do List: Ready or not, big data is coming. Read about the five things you should do today to prepare for the data deluge of tomorrow",unknown,CW COMMUNICATIONS INC.,2012
,96,Efficient data management tools for the heterogeneous big data warehouse,"Alekseev, A. A.; Osipova, V. V.; Ivanov, M. A.; Klimentov, A.; Grigorieva, N. V.; Nalamwar, H. S.",Springer Science + Business Media,2016
,97,Securing Big Data Provenance for Auditors: The Big Data Provenance Black Box as Reliable Evidence,"Appelbaum,  Deniz",Strategic and Emerging Technologies Section of the American Accounting Association,2016
,98,Demystifying big data: Anatomy of big data developmental process,"Shin, Dong-Hee","Elsevier Science B.V., Amsterdam.",2016
,99,Assessing Whether “Big Data” Solutions Provide Value For Diagnostics Manufacturers,"Hertz, D.; Gavaghan, M.; Garfield, S.","Elsevier Science B.V., Amsterdam",2014
,100,"Why Big Data Is a Big Deal A new class of data mining technologies promises to forever change the way we sift through our vast stores of data, making the process faster and cheaper",unknown,CW COMMUNICATIONS INC.,2011
,1,Using big data for big impact: Leveraging analytics provides the foundation for rethinking how to impact patient behavior,unknown,NELSON PUBLISHING,2011
,2,Five Guiding Principles for Realizing the Promise of Big Data,"Mantha, B.",The Data Warehouse Institute,2014
,3,"Imagining big data: Illustrations of “big data” in US news articles, 2010-2016",Christian Pentzold; Cornelia Brantner; Lena Fölsche,SAGE PUBLICATIONS LTD,2019
,4,"The Big Picture: On Mice, Badges for Your CV, and the Big Data Backlash","Lazar, N.",Taylor and Francis,2014
,5,A Data-Driven Axes Creation Model for Correlation Measurement on Big Data Analytics,"Nakanishi,  Takafumi",IOS Press,2014
,6,"The Data Revolution: Big Data, Open Data, Data Infrastructures and Their Consequences",unknown,GUILDHALL PRINT,2015
,7,"Good data comes in small packages. Connecting big data is the best way for marketers to extract maximum value, says Media iQ's Stewart Easterbrook. If marketers cannot small, insightful packages they are likely to face big data paralysis","Easterbrook,  Stewart",CENTAUR MEDIA PLC,2015
,8,Confronting Big Data: Applying the Confrontation Clause to Government Data Collection,"Squitieri,  Chad",VIRGINIA LAW REVIEW ASSOCIATION,2015
,9,"Turning Big Data Into Tiny Data: Constant-Size Coresets for k-Means, PCA, and Projective Clustering","Feldman, Dan; Schmidt, Melanie; Sohler, Christian",SIAM SOCIETY FOR INDUSTRIAL AND APPLIED,2020
,10,A Data Quality in Use model for Big Data,"Merino, J.; Caballero, I.; Rivas, B.; Serrano, M.; Piattini, M.","Elsevier Science B.V., Amsterdam.",2016
,11,"Small Sats, Big Data",unknown,MCGRAW-HILL DATA SERVICES,2018
,12,Using Big Data to Combat Fraud: More organizations are thinking big - employing new approaches to convert volumes of information available into useful insight and real action,"Griffin, R.",FINANCIAL EXECUTIVES INSTITUTE,2012
,13,Chemical Data Visualization and Analysis with Incremental Generative Topographic Mapping: Big Data Challenge,"Héléna A. Gaspar, Igor I. Baskin, Gilles Marcou, Dragos Horvath; Alexandre Varnek",AMERICAN CHEMICAL SOCIETY,2015
,14,The Data Behind Big Data,"Morrison, C.",A.ST.D,2014
,15,"General Electric CEO discusses big data, disruptive technologies, climate change, electric propulsion",unknown,MCGRAW-HILL DATA SERVICES,2017
,16,From Big Data to Big Knowledge,"Murphy, K.","New York, New York; Association for Computing Machinery",2013
,17,Rethinking big data: A review on the data quality and usage issues,"Liu, J.; Li, J.; Li, W.; Wu, J.","Elsevier Science B.V., Amsterdam.",2016
,18,Scholarly Big Data: Information Extraction and Data Mining,"Giles, C.L.","New York, New York; Association for Computing Machinery",2013
,19,Using Data Variety for Efficient Progressive Big Data Processing in Warehouse-Scale Computers,"Ahmadvand, H.; Goudarzi, M.",IEEE Computer Society,2017
,20,A Big Data Provenance Model for Data Security Supervision Based on PROV-DM Model,unknown,IEEE,2020
,21,Bigger data for big data: From Twitter to brain-computer interfaces,"Roesch, E.B.; Stahl, F.; Gaber, M.M.",CAMBRIDGE UNIVERSITY PRESS,2014
,22,A Big Data-Enabled Consolidated Framework for Energy Efficient Software Defined Data Centers in IoT Setups,unknown,IEEE,2020
,23,The Big Picture for Big Data: Visualization,"Shneiderman, B.",AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,2014
,24,Exploring Big Data: The Next Big Thing in Innovation,unknown,INDUSTRIAL RESEARCH INSTITUTE INC,2013
,25,Traditional Data Warehousing Meets Big Data: What Does It Mean for the Enterprise?,"Johnson, R.; Zahavi, R.",CUTTER INFORMATION CORP.,2012
,26,HOW BIG DATA ANALYTICS CAN SAVE LIVES by NTT DATA UK,unknown,ASSOCIATION OF BUILDING ENGINEERS,2014
,27,No big data without small data: learning health care systems begin and end with the individual patient,"Sacristn, J. A.; Dilla, T.",Wiley-Blackwell,2015
,28,Using ``Big Data'' Versus Alternative Measures of Aggregate Data to Predict the U.S. 2016 Presidential Election,"Ma-Kellams, Christine; Bishop, Brianna; Zhang, Mei Fong; Villagrana, Brian",PERCEPTUAL AND MOTOR SKILLS,2018
,29,A Big Data Recommendation Engine Framework Based on Local Pattern Analytics Strategy for Mining Multi-Sourced Big Data,"Venkatesan, T.; Saravanan, K.; Ramkumar, T.",INFORMATION AND KNOWLEDGE MANAGEMENT SOCIETY,2019
,30,Rethinking 'big data' as visual knowledge: the sublime and the diagrammatic in data visualisation,"McCosker, Anthony; Wilken, Rowan",Taylor & Francis,2014
