,title,description,title_label,description_label
364,대책 없는   노사 갈등   재개 준비    등과 대비,신종  코로나  바이러스 감염증 코로나  사태 속에서 대부분의 프로 스포츠가 재개되거나 재개할 준비를 하고 있는 가운데  메이저리그만 취소될 위기에 놓였다  미국 스포츠 전문 채널  은  일 이하 한국시각  ,0,0
365,이상직  민주당 전북도당위원장 합의추대에 공감,이상직 의원은  코로나  등으로 국난 극복이 최대 이슈가 된 상황에서 경선보다는 합의 추대를 통한 선출방식이 좋겠다는 의견에 뜻을 같이했다 고 말했다  민주당 도당 위원장직에는 전주을 이상직 의원과 전주병  ,0,1
366, 외무상      제소에  무슨 생각인가 싶다 ,시 주석의 국빈 방일은 당초 지난  월로 예정됐으나 신종  코로나 바이러스 감염증 코로나  확산 여파로 연기됐다  모테기 외무상은  시 주석 방일 전에  주요  개국  정상회의가 먼저 열릴 게 틀림없다 며  주요  ,0,0
367,조봉환  시장 방문객 많이 늘어나 모바일상품권 장보기,조 이사장은  전국의 전통시장이  코로나 로 매우 힘든 시기를 보냈는데  월부터 최근까지 전통시장  여곳을 돌아보니 실제로 방문객들이 많이 늘어난 모습이었다 며  앞으로 대한민국 동행세일과 같은 공동 마케팅  ,1,1
368, 발열체크도 스마트하게 , 일 오후 서울 서초구청 입구에서 인공지능 로봇이 신종  코로나 바이러스 감염증 코로나 예방을 위해 청사 출입자들의 체온을 측정하고 있다  높이가 약   정도인  로봇은 적외선 카메라와 안면인식 기능을  ,0,0
369,화성도시공사  실내 외 공공시설 개방운영 중단,공공시설을  코로나 의 수도권 집단 발생에 따라 오는  월  일까지 운영을 일시 중단하기로 했다  금번  이용중단 기간은 향후  코로나  상황에 따라 연장될 수 있으며  재개장 일정은 관련 부처 지침 및 지자체 지역 감염  ,0,1
370,인천 개척 교회 관련 확진자  명 등  명 추가 감염,인천시는 미추홀구 거주자인  살   씨와 연수구에 사는 목사  살   씨가  코로나    확진 판정을 받았다고 밝혔습니다    씨는 개척교회 집단 감염으로 양성 판정을 받은 미추홀구 목사와 지난달  일부터 세 차례 같이  ,0,1
371, 더벨 우리종금   코로나  반사이익  쏠쏠 ,우리종합금융이  코로나  사태 반사이익을 누리고 있다  은행권에서 신규대출을 보수적으로 관리하면서  앞서  월  코로나 가 확산할 무렵 우리종금은  억원 가량의 유동성을 확보했다  다음 달부터 본격적으로 이  ,1,1
372, 생명존중 강조하셨던 무산 스님 혜안 더욱 그립습니다 ,무산스님  주기 다례재는  코로나  확산 방지를 위해  월 일에서  월 일로 한 달 연기해 봉행됐다  이날  주기 다례재에는 조계종 전계대화상 성우 스님을 비롯해 원로의원 원행  동화사 회주 의현  화암사 회주 정휴  전  ,1,1
373,라파스  에이비온과  코로나   백신 개발 착수,라파스가 에이비온과 손잡고   마이크로어레이 패치로 신종  코로나 바이러스 감염증 코로나  백신 개발에 나선다  라파스는 패치 형태로 개발하는  코로나  백신으로 올해 안에 전임상에 진입할 계획이다   일  ,0,0
374, 평창  여름에 더 시원한 곳   억원대 분양가  평창 엘리엇 아파트 눈길, 시간 상담문의가 가능하며  신종 코로나 바이러스 감염증 코로나  확산 방지를 위해 사전 예약제로 운영되고 있기 때문에 사전 방문 예약은 필수이다  문의사항은 대표번호로 문의하면 자세한 안내를 받을 수 있다 ,1,1
375,엔카닷컴   고졸인재 일자리 콘서트  참가 언택트 채용 나서,올해는  코로나  여파로 인해 국내 최초 무관중 비대면 형식의  시간 풀 온라인 생중계 방식으로 진행됐다  이날 엔카닷컴은 박람회 사전 접수를 통해 지원한 구직자를 대상으로 온라인 화상 면접을 실시했다  면접  ,0,1
376,한우  에 사상 첫  만원 넘었다 연일 최고가 경신,신종  코로나 바이러스 감염증 코로나  사태로 가정 내 소고기 수요가 증가한데다 긴급재난지원금 지급에 따른 외식 등 소비가 급증하면서 한우값 급등세는 당분간 유지될 전망이다   일 축산물품질평가원  ,1,0
377,안산시  선제적 방역활동으로 지역사회 확산방지 총력, 안산시가 수도권을 중심으로  코로나 집단 감염이 산발적으로 발생하고 있는 가운데 모든 행정력을  내  코로나  방역부스 를 별도 설치해 방역 및 생활 수칙에 대한 홍보 현수막을 게시하고 마스크 등 방역물품을  ,1,0
378,  김해에 제 데이터센터 건립한다, 은 자체 보유한 통합 클라우드 서비스  의 사업 확대와 함께  포스트  코로나  시대로 본격화된 디지털 전환으로 클라우드 수요 급증이 예상됨에 따라  의 데이터 수용 능력을 넘어선 새로운  데이터  ,0,0
379,안성시   코로나  추경  억 원 예산 긴급 편성,안성시청 전경  안성시는  코로나 로 피해를 입은 소상공인들의 경영 안정을 위해 긴급 생활안정자금을 지급위해  코로나  추경을 통해  억 원의 예산을 긴급 편성했다  시에 따르면  년  월 대비  년  월  ,0,0
380, 코로나  사태  견실한 신흥국 경제에도 큰 타격,신종  코로나 바이러스 감염증 코로나  사태에 따른 경제파장이 취약 신흥국은 물론  경제의 기초체력이 견실한 신흥국에도 큰 타격이 되고 있다  블라디미르 푸틴 러시아 대통령  사진 연합뉴스  러시아 경우  ,0,0
381,일본 전범기업 자산 현금화 본격화 한일관계 우려 커져,특히 요즘에는 한일 양국이 모두 신종  코로나 바이러스 감염증 코로나  확산에 대응하느라 강제징용 해법 찾기를 사실상 중단한 분위기다  더구나 최근 일본이 수출규제 조치를 취소하지 않으면서 갈등이 고조되는  ,0,1
382,오산시 드림스타트   칼림바 익히기  프로그램 실시  ,칼림바는 맑고 청아한 소리가 나며 악보집만으로도 손쉽게 익힐 수 있어 요즘  코로나  취미생활로 인기가 많은 악기다  프로그램 운영은 드림스타트 아동과 부모에게 일주일 단위로 연주곡 미션을 주고 악보집의  ,0,1
383,인천 미추홀구   작은극장돌체  학산소극장 공연 인터넷으로 공개, 코로나  여파로 무관중으로 진행된 올해 첫 공연은 작은극장돌체의  최용민의 재즈스토리 와 학산소극장의  김정식 미추홀구청장은  코로나  상황이 빨리 끝나 문화예술 공연을 직접 관람할 수 있는 날이 곧 오길  ,1,1
384, 전자 산학연 협의체  원팀  합류,우선  코로나  확산방지를 위해  의 통신 데이터와 감염병 확산방지 노하우에  의 통신 및 로밍   원팀은  코로나 와 같은 감염병 외에도 환경오염  산업안전 등 사회문제 해결에  를 적극적으로 활용할  ,0,0
385,창업진흥원   스타트업 이슈 트렌드 매주 카드뉴스로 제공,스타트업 주간 이슈 리포트는  코로나  등 급변하는 스타트업 생태계를 주기적으로 모니터링해 적시성  트렌드 와  포스트  코로나  시대 국내외 스타트업 정책  등 다양한 주제를 기획해 선보일 예정이다  이순배  ,0,1
386,보청기  구입보다 사후관리가 더 중요,스타키라이프에서는 신제품 보청기  착용시 전혀 보이지 않는 초소형 고막형 보청기  인공지능 보청기를 일 무료체험 할 수 있는 기회를 제공하고 있으며  코로나 로 어려운 시기 함께 극복하고자 한쪽 구입 시   양쪽  ,0,0
387, 더벨 저축은행  중기 리테일 가파른 성장, 코로나  사태 속에서 빠르게 몸집을 키웠지만 건전성 지표는 되레 개선될 만큼 우량해졌다는 평가다  여기에  코로나  사태 여파로 캐피탈사에서 대출이 어려워진 중기 고객들이 저축은행으로 발길을  ,1,0
388,재고 면세품 팔아도 깜깜 면세점업계 유급휴직 확산,면세점업계가  코로나  여파에 유급휴직을 확대하고 있다   코로나  장기화로 매출이 회복될 기미를 보이지 않는 만큼 인건비 절감에 나선 것으로 분석된다   일 업계에 따르면 신라면세점은 이달 중순부터 서울 본점  ,0,1
389,오산시환경보전시민위원단 오산남부장애인주간보호센터  장애인 복지 증진 위 ,박미순 회장은  코로나 로 온 국민이 어려움을 겪고 있는 시기에 역설적이게도 멍들은 지구는 되살아나고 생물은 더욱 활기차게 생동하고 있다 며   더 이상 지구가 인간의 전유물이 아니라는 것을 인식하고 환경을  ,0,1
390,오산시  오산지역화폐  한국의 가장 사랑받는 브랜드 대상  수상  ,곽상욱 오산시장은  코로나 로 침체된 지역경제 활성화를 위해 지역 내 소비를 촉진하고 소상공인 및 영세 자영업자에게 활력을 불어 넣는 계기가 됐으면 한다 며   이번 대상 수상을 계기로 앞으로도 더 사랑받는  ,1,1
391,서울시  포스트  코로나  이끌 바이오 언택트 유망기업 글로벌 세일즈,서울시는  일 온라인 국제회의   글로벌 서밋  에서  포스트  코로나  시대를 이끌 서울의 유망   포스트  코로나  시대 새로운 산업 모델이 될 우리 기업의 잠재력을 확인할 수 있을 것으로 기대했다  ,1,1
392,오산사회적경제협의회   코로나  취약계층 물품 지원나서,오산사회적경제협의회가  코로나  취약계층에게 물품 지원 협약을 체결하고 기념촬영을 하고 있다   오산사회적경제협의회 회장 이규희 가  코로나 로 어려움을 겪고 있는 지역 취약계층 지원을 위해 오산시  개동  ,1,1
393, 군위 자두빵   순천만 갈대 업싸이클   로컬 크리에이터  됐다,신종  코로나  바이러스 감염증 코로나 로 지역 간 이동마저 자유롭지 않아 경제적으로 더욱 어려운 요즘 그동안 지역의 특성을 살려 곳곳에 숨어 있는 아름다운 자연과 문화를 상품화해 주목을 받았던 지역 창업자들이  ,0,1
394,심상정  슈퍼여당 독주는 독배 협력정치 해야 해 ,통합당을 향해서는  코로나  재난의 엄중한 시기에 나치와 독재를 운운하며 또 보이콧 카드를 만지작거리는 것은 국민의 바람과 거꾸로 가는 것 이라고 지적했다  아울러  보이콧이  대에도 반복된다면 통합당은 국민에게  ,1,0
395,정부  수도권 환자 급증 대비 모의 훈련  일 실시,정부가 수도권을 중심으로  코로나 가 지속적으로 확산하자 수도권 병상 부족 가능성에 대비한  병상 공동활용 모의훈련 을 실시합니다  윤태호 중앙사고수습본부 방역총괄반장은 오늘 일  브리핑에서  내일 일  오전  ,1,0
396,이천시  순번대기 로비 확장으로 시민호응 커,특히  더워지는 날씨와  코로나 의 확산에 따른 생활 속 거리두기의 일환으로 민원인의 접촉을 최소화하고   여가지의 다양한 화초와 녹색식물이 가득하여 종합민원실을 찾는 시민들의 심미적인 안정감까지 주고 있다  ,0,1
397, 일관성 있는 보안 정책의 핵심 키는 자동화 ,매튜 글리처   아태지역 보안사업부 총괄 부사장 매튜 부사장은  코로나  사태를 겪으면서 기업  교육  조사에 따르면 지난 몇 달간 해커들의 공격이  코로나 를 계기로 바뀐 생활상을 고려한 전술을 구사하는 모습이  ,1,0
398,이천라이온스클럽  사랑의 국수 마스크 전달, 코로나    확산 방지를 위해 경제적으로 어려움을 겪고 있는 취약계층에게 도움이 되길 바란다 고 말했다  이춘석 창전동장은  코로나   로 기부 활동이 위축되고 있는 상황에 관내 어르신과 취약계층이 건강하게 지낼  ,1,1
399,포카리스웨트   스웨트 온  온라인 캠페인 활발, 코로나 의 영향으로 언택트가 일상으로 자리잡은 가운데 최근 언택트를 넘어  온택트  마케팅이  김정희 동아오츠카  스웨트 온  캠페인 담당자는  코로나 로 인해 집콕을 할 수 밖에 없는 상황에서  ,0,1
400,당진시  자가격리 중 휴대폰 두고 이탈한 중국인부부 적발, 일까지  코로나  자가격리 조치 통보를 받고 원룸에서 격리 중이었다  당진시에서는 불시점검을 통해  이들은 지난달  일 코로나  음성판정을 받았으며  이탈 시 접촉자는 없는 것으로 확인됐다  당진시는 모든  ,1,1
401,정부  수도권 환자 급증 대비 모의 훈련  일 실시,정부가 수도권을 중심으로  코로나 가 지속적으로 확산하자 수도권 병상 부족 가능성에 대비한  병상 공동활용 모의훈련 을 실시합니다  윤태호 중앙사고수습본부 방역총괄반장은 오늘 일  브리핑에서  내일 일  오전  ,1,0
402,일본 전범기업 자산 현금화 본격화 한일관계 우려 커져,특히 요즘에는 한일 양국이 모두 신종  코로나 바이러스 감염증 코로나  확산에 대응하느라 강제징용 해법 찾기를 사실상 중단한 분위기다  더구나 최근 일본이 수출규제 조치를 취소하지 않으면서 갈등이 고조되는  ,0,1
403, 일관성 있는 보안 정책의 핵심 키는 자동화 ,매튜 글리처   아태지역 보안사업부 총괄 부사장 매튜 부사장은  코로나  사태를 겪으면서 기업  교육  조사에 따르면 지난 몇 달간 해커들의 공격이  코로나 를 계기로 바뀐 생활상을 고려한 전술을 구사하는 모습이  ,1,0
404,창업진흥원   스타트업 이슈 트렌드 매주 카드뉴스로 제공,스타트업 주간 이슈 리포트는  코로나  등 급변하는 스타트업 생태계를 주기적으로 모니터링해 적시성  트렌드 와  포스트  코로나  시대 국내외 스타트업 정책  등 다양한 주제를 기획해 선보일 예정이다  이순배  ,0,1
405,포카리스웨트   스웨트 온  온라인 캠페인 활발, 코로나 의 영향으로 언택트가 일상으로 자리잡은 가운데 최근 언택트를 넘어  온택트  마케팅이  김정희 동아오츠카  스웨트 온  캠페인 담당자는  코로나 로 인해 집콕을 할 수 밖에 없는 상황에서  ,0,1
406,재고 면세품 팔아도 깜깜 면세점업계 유급휴직 확산,면세점업계가  코로나  여파에 유급휴직을 확대하고 있다   코로나  장기화로 매출이 회복될 기미를 보이지 않는 만큼 인건비 절감에 나선 것으로 분석된다   일 업계에 따르면 신라면세점은 이달 중순부터 서울 본점  ,0,1
407, 내포 충남도  마스크 하루  만장 생산 공장 유치,양 지사는  코로나  인해 지금도 마스크 수급이 원활하지는 않지만  톱텍에서 본격적으로 마스크 생산이 시작되면 도내 안정적인 마스크 수급에도 많은 도움이 되고  공적마스크 외에 충남도 자체 비축물량  만장  ,0,1
408,오산시  오산지역화폐  한국의 가장 사랑받는 브랜드 대상  수상  ,곽상욱 오산시장은  코로나 로 침체된 지역경제 활성화를 위해 지역 내 소비를 촉진하고 소상공인 및 영세 자영업자에게 활력을 불어 넣는 계기가 됐으면 한다 며   이번 대상 수상을 계기로 앞으로도 더 사랑받는  ,1,1
409, 더벨 카카오뱅크의  아무도 가보지 않은 길 ,언택트 비즈니스로 분류되는 만큼 포스트  코로나  시대에 성장 잠재력이 무궁무진하기도 하다  지점 하나 없이 모바일 플랫폼만으로 금융서비스가 원활히 제공될 수 있음을 입증했다  카카오뱅크가 만들어 놓을  의  ,1,1
410, 더벨 우리종금   코로나  반사이익  쏠쏠 ,우리종합금융이  코로나  사태 반사이익을 누리고 있다  은행권에서 신규대출을 보수적으로 관리하면서  앞서  월  코로나 가 확산할 무렵 우리종금은  억원 가량의 유동성을 확보했다  다음 달부터 본격적으로 이  ,1,1
411,충남도  하루  만장 생산 규모 마스크 공장 유치,양승조 충남지사는  신종  코로나 바이러스 감염증 코로나 으로 인해 지금도 마스크 수급이 원활하지는 않지만 톱텍에서 본격적으로 마스크 생산이 시작되면 도내 안정적인 마스크 수급에도 많은 도움이 되고  ,0,1
412,엔카닷컴   고졸인재 일자리 콘서트  참가 언택트 채용 나서,올해는  코로나  여파로 인해 국내 최초 무관중 비대면 형식의  시간 풀 온라인 생중계 방식으로 진행됐다  이날 엔카닷컴은 박람회 사전 접수를 통해 지원한 구직자를 대상으로 온라인 화상 면접을 실시했다  면접  ,0,1
413, 더벨 은행권  바젤  신용리스크 조기도입 신청  봇물 ,당초  년  월로 예정됐지만 최근  코로나  여파로  년 늦췄다  그러나 금융당국은 국내 은행들 중 신용리스크 조기도입을 희망하는 은행들에 한해서 규제 적용을 허용해주기로 했다  최근  코로나  여파로 은행들의  ,0,0
414,안성시   코로나  추경  억 원 예산 긴급 편성,안성시청 전경  안성시는  코로나 로 피해를 입은 소상공인들의 경영 안정을 위해 긴급 생활안정자금을 지급위해  코로나  추경을 통해  억 원의 예산을 긴급 편성했다  시에 따르면  년  월 대비  년  월  ,0,0
415,지멘스 헬시니어스   코로나  항체 검사   긴급사용승인 획득,지멘스 헬시니어스가 신종  코로나 바이러스 감염증 코로나 을 진단하는 항체검사의 긴급사용승인 을 미국에서 획득했다  지멘스 헬시니어스는 독일 엘랑겐에 본사를 둔 의료기업이다   일 지멘스  ,0,1
416,인천 미추홀구   작은극장돌체  학산소극장 공연 인터넷으로 공개, 코로나  여파로 무관중으로 진행된 올해 첫 공연은 작은극장돌체의  최용민의 재즈스토리 와 학산소극장의  김정식 미추홀구청장은  코로나  상황이 빨리 끝나 문화예술 공연을 직접 관람할 수 있는 날이 곧 오길  ,1,1
417,개척교회 관련 확진  명 수도권 중심 산발적 감염확산 ,인천 개척교회에서 열린 모임과 관련해 파악된  코로나  확진자는 현재까지  명입니다  특히 수도권을  최근 개척교회에서 열렸던 집단부흥회와 관련한  코로나  확진자가 모두  명으로 늘었습니다  어제 방역 당국이  ,0,1
418,보청기  구입보다 사후관리가 더 중요,스타키라이프에서는 신제품 보청기  착용시 전혀 보이지 않는 초소형 고막형 보청기  인공지능 보청기를 일 무료체험 할 수 있는 기회를 제공하고 있으며  코로나 로 어려운 시기 함께 극복하고자 한쪽 구입 시   양쪽  ,0,0
419,교육부  온라인 공개강좌   개 선도대학 개 신규강좌 선정, 코로나 의 확산을 막기 위해 원격수업이 활성화하면서 올해  월 수강신청 건수는  만  건  회원  특히 올해는  코로나  상황을 반영해 서울대와 고려대 등에서 신종 바이러스 이해  건강보건 증진  전염병 대응  ,0,0
420,화성도시공사  실내 외 공공시설 개방운영 중단,공공시설을  코로나 의 수도권 집단 발생에 따라 오는  월  일까지 운영을 일시 중단하기로 했다  금번  이용중단 기간은 향후  코로나  상황에 따라 연장될 수 있으며  재개장 일정은 관련 부처 지침 및 지자체 지역 감염  ,0,1
421,라파스  에이비온과  코로나   백신 개발 착수,라파스가 에이비온과 손잡고   마이크로어레이 패치로 신종  코로나 바이러스 감염증 코로나  백신 개발에 나선다  라파스는 패치 형태로 개발하는  코로나  백신으로 올해 안에 전임상에 진입할 계획이다   일  ,0,0
422,안산시  선제적 방역활동으로 지역사회 확산방지 총력, 안산시가 수도권을 중심으로  코로나 집단 감염이 산발적으로 발생하고 있는 가운데 모든 행정력을  내  코로나  방역부스 를 별도 설치해 방역 및 생활 수칙에 대한 홍보 현수막을 게시하고 마스크 등 방역물품을  ,1,0
423, 삐빅  이마에 대니  도 지금 댄 건  스마트폰 입니다,신종  코로나 바이러스 감염증 코로나  확산으로 체온 측정의 중요성이 대두한 시대상 반영이자  또 하나의 새로운 기술을 탑재했다는 점에서  분야에 관심 있는 누리꾼들의 시선도 쏠린다  다만  이 스마트폰의  ,1,1
424,  화상회의로   블러썸 청소년영상제  출범식 개최,출범식은  코로나  확산에 대응하기 위해  브로드밴드 화상회의 서비스  스마트 컨퍼런스 를 통해 진행됐으며  행사에는 영상제를 공동 주최하는 최진환  브로드밴드 사장  김명중   사장과 장용석 연세대학교  ,0,0
425,복지부서 질본 승격시킨다더니 손발 잘라내 거꾸로 가는 질병관리청  국민청 , 세종 뉴스핌  윤창빈 기자   정은경 질병관리본부장이  일 오후 세종시 정부세종청사에서 신종  코로나 바이러스 국내 발생현황 브리핑을 하고 있다      이어  복지부는 복수차관 도입과 함께 보건의료  ,0,1
426,사회연대은행 모간   코로나  소상공인 온라인 판로개척에 협력,사회연대은행은  모간과 함께  코로나  사태로 어려움을 겪고 있는 소상공인들을 지원하기 위해 온라인   코로나 로 인한 소비 위축 및 비대면 소비 등으로 소비시장의 판도가 변화되면서 특히 영세소상공인들이 힘든  ,1,1
427,올 여름 첫 폭염 특보 대구 경산 최고   예보,이런 더위가 더 힘든 건  코로나  때문입니다  특히 경로당 같은 무더위쉼터도 운영하지 않아 홀몸  적어도  시간에 한 번은 환기해야  코로나 는 물론이고  호흡기 질환을 막을 수 있습니다  지금까지 대구 동성로에서  ,1,1
428,길거리 쓰레기 중 담배꽁초  코로나 로 마스크도 적지 않아,길거리에 버려진 플라스틱 쓰레기 중 담배꽁초가 절반 이상인 것으로 나타났다  환경단체 환경운동연합이  일  환경의 날 을 앞두고 전국에서 생활 속 플라스틱 쓰레기를 수거해 분류한 결과 이같이 나타났다  ,0,0
429,포스코갤러리  제  회 포항미술협회 정기전 개최,이번 정기전을 통해  코로나  사태로 지쳐있는 마음을 위로할 편안하고 감성적인 작품들을 감상할 수 있다  또한 회화  서예  조소 등 전 장르에 걸쳐 개성 넘치는 작품들도 다수 있어 지역 미술문화의 현 주소를 가늠하는  ,1,1
430,대형 저축은행  분기 호실적 양극화 심화 우려,올해  분기 대형 저축은행들의 실적에는  코로나 로 인해 저축은행 대출이 늘며 증가한 이자수익이   코로나  여파로 비대면 문화가 확산되는 상황에서 대형 저축은행들은 비대면 마케팅에 적극 나서고 있어 향후  ,0,1
431,국내 최대 규모  웨비나      주간 열려,매년 대형  컨퍼런스를 개최해온 마이다스인은  코로나  감염 방지와 올바른   문화 확산을 위해 올해는  포스트  코로나  시대 채용 브랜드 전략  언택트 채용 후기 등을 공유한다  마이다스인은  영화평론가가  ,1,0
432,면세점 재고품 호황 판매기간 연장 고려 ,이번 재고 면세품의 국내 판매는  코로나 로 심대한 타격을 입은 면세업계를 위한 관세청의 결정에 따른 것이다  면세업체들은 올  월부터 확산된  코로나  여파로 지난  분기에 대규모 적자를 기록했다   분기에는 상황이  ,0,1
433, 함안 시   노 사 민 정 공동협약식 코로나  공동 극복, 코로나 로 인한 고용위기 극복과 지역경제 활성화를 위한 이날 협약식에는 조근제 함안군수  조용갑  이날 참석자들은 노 사 민 정 이  코로나  극복을 위한 공감대 형성과 역할 분담 협약을 체결했다  ,1,1
434,김홍걸  김여정 대북 전단 경고  성의 보이면 대화한다는 신호 ,그러면서 김 의원은  지금 북측은 신종  코로나 바이러스 감염증 이하  코로나  위기로 어렵던 나라 사정이 심각한 수준으로 악화하고 있다 며  하지만 자존심과 체면을 지켜야 하기에 노골적으로 남측에 교류 재개를  ,1,0
435,롯데 프리미엄 아울렛 이천점  중고 리퍼브 전문샵  올랜드  오픈,실제로   코로나 의 영향으로 오프라인 시장이 침체에 빠진 지난  월에도  프라이스 홀릭 과  리씽크  매장은 한달 평균  억 이상의 매출을 기록했으며  이러한 매출 수치는 백화점 내 유명 브랜드 수준과 비슷한  ,0,0
436,익산시  도내 최초 어린이집 긴급 운영비 지급 숨통 틔웠다 , 일 익산시에 따르면  코로나  발생 이후 아동 감소 등으로 운영에 어려움을 겪고 있는 지역 어린이집   코로나 로 인한 어린이집 휴 폐원을 방지해 보육 교직원 고용안정과 안정적인 보육 서비스를 제공할 것으로  ,0,0
437,롯데 신동빈 회장   포스트  코로나  대비해   전환 가속화해야 ,신동빈 회장은  안성 스마트 팩토리는 포스트  코로나 에 빠르고 적절하게 대응하는 그룹의 대표적인 사례가 될 것 이라며  스마트 팩토리에서는 원자재부터 제품 생산까지 제조 이력 추적이 가능한 만큼 식품 안전 대응  ,0,1
438, 캐피탈  한국 과  월 쉐보레 콤보 할부 프로그램 시행, 선수금  만원 기준  아울러  쉐보레는  월에 이어  월에도  코로나 로 인한 어려움 속에서도 수고하고 있는 이들을 격려하기 위해  우리들의 히어로 여러분을 쉐보레가 응원합니다          ,1,1
439,  국가대표 배출의 산실      코리아투어가 돌아온다,당초  올해  월 개최 예정이었던 코리아투어는  월로 한 차례 일정을 연기했고  최근  코로나  확진자가 늘어나며  월 개최 일정 역시 연기했다  중  고등학생들이 참여하는 오픈대회를 병행해야 하는 코리아투어  ,1,1
440,안산시   코로나  집단감염 예방 선제적 방역활동 펼쳐,박재천 기자   경기 안산시가 수도권을 중심으로  코로나  집단 감염이 산발적으로 발생하고  내  코로나  방역부스 를 별도 설치  방역 및 생활 수칙에 대한 홍보 현수막을 게시하고 마스크 등  ,0,0
441,김여정 경고에  대화 신호다 반색하는 김홍걸,그는  지금 북측은  코로나 신종  코로나 바이러스 감염증  위기로 어렵던 나라 사정이 심각한 수준으로 악화하고 있다 며  그럼에도  자존심과 체면을 지켜야 하기에 노골적으로 남측에 교류 재개를 제안할 수도 없다 고  ,1,0
442,군산시   코로나  극복 위한 따뜻한 마음 전달,전북 군산서해라이온스클럽 회장 김유성 과  참빛솔라에너지 대표이사 김용우 가  일  코로나 로 인해  이번 기탁식에 참석한 서해라이온스클럽 김유성 회장은  코로나 로 어려움을 겪고 있을 취약계층에게  ,1,0
443,옥천군  경제 살리는  향수  카드  출시,군은 당초 하반기에 출시하려고 했으나 군 재난지원금을 향수 카드로 지급하는 방침에 맞춰  코로나  김재종 옥천군수는  지역자금의 역외 유출을 방지하고 관내 소비촉진을 통해  코로나 로 인해 침체된  ,1,0
444,  김해에  억원 들여 제 데이터센터   건립한다, 은 자체 보유한 통합 클라우드 서비스  의 사업 확대와 더불어  포스트  코로나  시대로 본격화된 디지털 전환으로 클라우드 수요 급증이 예상됨에 따라  의 데이터 수용 능력을 넘어선 새로운  데이터  ,0,0
445,보성군 보성읍희망드림협의체 밑반찬 봉사,보성읍은  코로나 로 식당 후원이 어려워지고  가정에서 반찬을 만들어 먹지 못하는 거동불편 노인 및  문경률 보성읍장은  코로나 로 어려운 시간을 보내고 있는 복지사각지대 이웃들이 이번 밑반찬 지원으로  ,1,0
446,비대면 단절 고립이 투자 화두 디지털 간편식  집콕  눈길, 코로나 로 인한 장기 고립 경제 시대가 왔다  디지털  간편식 등 집콕 관련 주식과 함께 비대면 콘텐츠 산업  로봇  물류 산업주가 떠오르고 있다   코로나  완전 종식 전에는 비대면 단절 고립이 화두가 될 전망이다  전  ,0,1
447,캐나다유학후이민  자녀무상교육 한 자리에서 알아볼 수 있는  월 세미나 개최,세미나 참가비는 무료이며  최근 다시 번진  코로나  사태를 대비하여 이번 세미나는 소수정원으로 진행되며  참석자 전원 마스크 착용 및 체온검사가 이루어질 예정이다  세미나 참석 및 자세한 사항은 우리에듀케이션  ,1,0
448,서울대병원  국내 첫 이노비오   코로나 백신 임상 이달 중 시작,이달 중으로 국내 첫 신종  코로나 바이러스 감염증 코로나  백신 임상시험이 시작된다  서울대병원과 국제백신연구소 는  일  코로나  백신 국내임상시험을 위한 계약을 맺었다고 발표했다  국내 첫  코로나  백신  ,1,1
449,충주시  고용 노동문제 극복 위한 지역시민특별위 출범,민경창 경제건설국장은  이번 특위 출범으로 충주지역의 현안인 노사문제를 해결하는 데 도움이 될 것으로 기대한다 며  시에서도 노사 간 갈등 해소와  코로나 로 어려워진 경제 위기 극복을 위해 최선을 다하겠다 고  ,0,0
450,김용범 차관  경상수지   월 이후엔 흑자기조 이어갈 것 ,김 차관은 아울러  신종  코로나 바이러스 감염증 코로나 으로 인한 세계 경제 부진과 이에 따른 수출 부진도 영향을 미쳤다 면서  통상 상품수지가 흑자를 기록하며 소득수지 적자 폭을 메웠지만 올  월은 무역수지  ,1,0
451,김광호 광주본부세관장  호국 보훈의 달 맞아 현충탑 참배,후세들이 오늘의 평화로운 삶을 살고 있다 며  현재   코로나 로 어려운 경제 여건에 있지만 수출입 통관 등 관세행정을 집중 지원하여 위기를 극복하는데 함께 전력을 다 하겠다 고 말했다  허광욱 글로벌이코노믹 기자,0,1
452,신동빈 롯데 회장  롯데칠성음료 안성 공장 방문 디지털 전환 가속화해야 ,신동빈 롯데 회장이 포스트  코로나  시대를 대비해 디지털 전환을 가속화할 것을 다짐했다  롯데 신동빈  신동빈 회장은  코로나 의 영향으로 디지털 전환은 더욱 가속화되고 그 범위도 확대될 것으로 예상된다 며  ,0,1
453,   천억 투입해 경남 김해에 제 데이터센터 건립, 은 자체 보유한 통합 클라우드 서비스  의 사업 확대와 더불어 포스트  코로나  시대로 본격화된 디지털 전환으로 클라우드 수요 급증이 예상됨에 따라  의 데이터 수용 능력을 넘어선 새로운  데이터  ,0,0
454,신동빈 회장  롯데칠성음료 안성  스마트 팩토리  현장 정검,신동빈 회장은  코로나 의 영향으로 디지털 전환은 더욱 가속화되고 그 범위도 확대될 것으로 예상된다 며   안성 스마트 팩토리는 올해 주요 시스템 구축이 완료된 만큼 포스트  코로나 에 빠르고 적절하게 대응하는  ,1,1
455,서울시   자영업자 생존자금  지급 시작 차  명 선정, 사진 연합뉴스 서울시가  일  코로나  사태  대응 차원의 자영업자 생존자금 지급을 시작했다   일 서울시에 따르면  만명을 대상으로 자영업자 생존자금 자격심사를 진행했고   차 지급대상으로  명이  ,0,0
